REF_DATE,GEO,DGUID,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2003,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1149341,,,,0
2004,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1171669,,,,0
2005,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1194243,,,,0
2006,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1235115,,,,0
2007,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1284639,,,,0
2008,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1344053,,,,0
2009,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1404615,,,,0
2010,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1464326,,,,0
2011,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1531965,,,,0
2012,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1644577,,,,0
2013,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1741051,,,,0
2014,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1822528,,,,0
2015,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1903004,,,,0
2016,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1969181,,,,0
2017,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,1996039,,,,0
2018,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,2036232,,,,0
2019,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,2097784,,,,0
2020,Canada,2016A000011124,Both sexes,65 to 69 years,Persons,249,units,0,v466935,1.1.85,2167275,,,,0
1971,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,462065,,,,0
1972,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,474403,,,,0
1973,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,491321,,,,0
1974,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,508690,,,,0
1975,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,524328,,,,0
1976,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,539115,,,,0
1977,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,557289,,,,0
1978,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,575995,,,,0
1979,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,594844,,,,0
1980,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,615270,,,,0
1981,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,637881,,,,0
1982,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,658526,,,,0
1983,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,681776,,,,0
1984,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,707566,,,,0
1985,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,732504,,,,0
1986,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,747837,,,,0
1987,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,761744,,,,0
1988,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,767140,,,,0
1989,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,774020,,,,0
1990,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,799619,,,,0
1991,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,834625,,,,0
1992,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,873963,,,,0
1993,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,908621,,,,0
1994,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,941749,,,,0
1995,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,956520,,,,0
1996,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,966526,,,,0
1997,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,973088,,,,0
1998,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,984652,,,,0
1999,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,991736,,,,0
2000,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1005025,,,,0
2001,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1019558,,,,0
2002,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1033246,,,,0
2003,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1040597,,,,0
2004,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1043574,,,,0
2005,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1043727,,,,0
2006,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1046477,,,,0
2007,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1049111,,,,0
2008,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1061520,,,,0
2009,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1086881,,,,0
2010,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1114688,,,,0
2011,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1152882,,,,0
2012,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1194047,,,,0
2013,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1248201,,,,0
2014,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1304022,,,,0
2015,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1357712,,,,0
2016,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1423187,,,,0
2017,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1533342,,,,0
2018,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1625617,,,,0
2019,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1707580,,,,0
2020,Canada,2016A000011124,Both sexes,70 to 74 years,Persons,249,units,0,v466938,1.1.86,1786622,,,,0
1971,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,328583,,,,0
1972,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,333623,,,,0
1973,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,337537,,,,0
1974,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,344161,,,,0
1975,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,353919,,,,0
1976,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,366193,,,,0
1977,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,377126,,,,0
1978,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,391388,,,,0
1979,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,406690,,,,0
1980,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,420992,,,,0
1981,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,435853,,,,0
1982,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,451962,,,,0
1983,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,467537,,,,0
1984,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,482949,,,,0
1985,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,500069,,,,0
1986,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,517730,,,,0
1987,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,538253,,,,0
1988,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,559790,,,,0
1989,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,584692,,,,0
1990,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,609216,,,,0
1991,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,622563,,,,0
1992,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,632467,,,,0
1993,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,636933,,,,0
1994,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,640148,,,,0
1995,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,659681,,,,0
1996,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,689066,,,,0
1997,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,723965,,,,0
1998,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,756789,,,,0
1999,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,787872,,,,0
2000,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,804913,,,,0
2001,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,818935,,,,0
2002,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,828952,,,,0
2003,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,842325,,,,0
2004,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,851147,,,,0
2005,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,863445,,,,0
2006,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,877385,,,,0
2007,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,891561,,,,0
2008,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,901828,,,,0
2009,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,907845,,,,0
2010,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,913391,,,,0
2011,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,918943,,,,0
2012,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,925148,,,,0
2013,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,939265,,,,0
2014,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,961547,,,,0
2015,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,983024,,,,0
2016,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,1014301,,,,0
2017,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,1057693,,,,0
2018,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,1109688,,,,0
2019,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,1164798,,,,0
2020,Canada,2016A000011124,Both sexes,75 to 79 years,Persons,249,units,0,v466941,1.1.87,1218303,,,,0
1971,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,206174,,,,0
1972,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,209849,,,,0
1973,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,212819,,,,0
1974,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,214792,,,,0
1975,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,217620,,,,0
1976,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,222611,,,,0
1977,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,228807,,,,0
1978,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,233783,,,,0
1979,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,241518,,,,0
1980,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,249657,,,,0
1981,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,258648,,,,0
1982,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,267620,,,,0
1983,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,278579,,,,0
1984,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,291624,,,,0
1985,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,303091,,,,0
1986,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,314054,,,,0
1987,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,327668,,,,0
1988,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,340048,,,,0
1989,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,353506,,,,0
1990,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,367289,,,,0
1991,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,382053,,,,0
1992,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,397410,,,,0
1993,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,413158,,,,0
1994,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,430370,,,,0
1995,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,447593,,,,0
1996,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,457253,,,,0
1997,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,465177,,,,0
1998,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,469348,,,,0
1999,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,475350,,,,0
2000,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,495386,,,,0
2001,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,523143,,,,0
2002,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,554264,,,,0
2003,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,583314,,,,0
2004,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,610824,,,,0
2005,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,628584,,,,0
2006,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,643366,,,,0
2007,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,650796,,,,0
2008,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,661899,,,,0
2009,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,671088,,,,0
2010,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,685077,,,,0
2011,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,700727,,,,0
2012,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,714387,,,,0
2013,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,723748,,,,0
2014,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,730784,,,,0
2015,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,735007,,,,0
2016,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,742579,,,,0
2017,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,751645,,,,0
2018,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,766502,,,,0
2019,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,788451,,,,0
2020,Canada,2016A000011124,Both sexes,80 to 84 years,Persons,249,units,0,v466944,1.1.88,811370,,,,0
1971,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,101117,,,,0
1972,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,103943,,,,0
1973,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,106936,,,,0
1974,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,110021,,,,0
1975,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,111517,,,,0
1976,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,113406,,,,0
1977,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,116341,,,,0
1978,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,119031,,,,0
1979,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,121734,,,,0
1980,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,125980,,,,0
1981,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,131965,,,,0
1982,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,136234,,,,0
1983,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,139454,,,,0
1984,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,143750,,,,0
1985,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,148719,,,,0
1986,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,154542,,,,0
1987,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,162001,,,,0
1988,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,169637,,,,0
1989,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,178435,,,,0
1990,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,186276,,,,0
1991,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,192155,,,,0
1992,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,199202,,,,0
1993,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,206595,,,,0
1994,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,214083,,,,0
1995,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,222068,,,,0
1996,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,231968,,,,0
1997,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,240548,,,,0
1998,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,250718,,,,0
1999,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,262333,,,,0
2000,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,275409,,,,0
2001,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,283968,,,,0
2002,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,291122,,,,0
2003,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,296507,,,,0
2004,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,303334,,,,0
2005,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,320488,,,,0
2006,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,344899,,,,0
2007,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,366994,,,,0
2008,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,386623,,,,0
2009,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,405608,,,,0
2010,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,417899,,,,0
2011,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,426507,,,,0
2012,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,437115,,,,0
2013,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,448403,,,,0
2014,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,457587,,,,0
2015,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,467165,,,,0
2016,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,480677,,,,0
2017,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,493690,,,,0
2018,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,503779,,,,0
2019,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,511996,,,,0
2020,Canada,2016A000011124,Both sexes,85 to 89 years,Persons,249,units,0,v466947,1.1.89,517710,,,,0
1991,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1992,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1993,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1994,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1995,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1996,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1997,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1998,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
1999,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
2000,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,,..,,,0
2001,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,105780,,,,0
2002,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,111019,,,,0
2003,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,117157,,,,0
2004,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,123295,,,,0
2005,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,129402,,,,0
2006,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,135099,,,,0
2007,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,139597,,,,0
2008,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,143812,,,,0
2009,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,149320,,,,0
2010,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,161696,,,,0
2011,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,175039,,,,0
2012,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,188036,,,,0
2013,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,198537,,,,0
2014,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,208837,,,,0
2015,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,214926,,,,0
2016,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,223290,,,,0
2017,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,229680,,,,0
2018,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,236508,,,,0
2019,Canada,2016A000011124,Both sexes,90 to 94 years,Persons,249,units,0,v31226524,1.1.126,242294,,,,0
